# r (A),g(r)
5.730000000000001315e+00,9.908604166666665769e-01
5.750000000000000000e+00,1.018702166666666686e+00
5.769999999999998685e+00,9.739449166666668267e-01
5.790000000000000036e+00,9.866909999999998737e-01
5.810000000000001386e+00,9.975260000000000238e-01
5.829999999999999183e+00,9.923945833333333022e-01
5.850000000000000533e+00,9.940674166666664258e-01
5.870000000000000107e+00,1.028772333333333178e+00
5.889999999999999680e+00,1.005846750000000123e+00
5.909999999999999254e+00,9.985776666666666967e-01
5.929999999999999716e+00,1.002892166666666585e+00
5.950000000000001954e+00,1.008059500000000108e+00
5.969999999999999751e+00,9.783749166666666497e-01
5.990000000000001101e+00,1.002007083333333437e+00
6.009999999999998899e+00,9.878034999999997234e-01
6.030000000000000249e+00,1.014651999999999887e+00
6.049999999999998046e+00,1.008406083333333481e+00
6.070000000000000284e+00,1.014997083333333272e+00
6.090000000000000746e+00,1.014799250000000042e+00
6.110000000000000320e+00,9.860434999999999617e-01
6.129999999999999893e+00,1.011709416666666916e+00
6.149999999999999467e+00,9.798094999999998889e-01
6.170000000000000817e+00,1.013170000000000126e+00
6.189999999999998614e+00,1.022799833333333241e+00
6.209999999999999964e+00,1.007227833333333322e+00
6.230000000000001315e+00,1.002047583333333103e+00
6.250000000000000000e+00,1.014039833333333362e+00
6.269999999999998685e+00,1.015144000000000046e+00
6.290000000000000036e+00,1.003897250000000074e+00
6.310000000000001386e+00,1.038200416666666515e+00
6.329999999999999183e+00,1.027939916666666509e+00
6.350000000000000533e+00,9.979198333333334503e-01
6.370000000000000107e+00,1.001840416666666789e+00
6.389999999999999680e+00,1.009131166666666690e+00
6.409999999999997478e+00,1.009075083333333289e+00
6.429999999999999716e+00,1.003406750000000125e+00
6.450000000000001954e+00,1.019825750000000086e+00
6.469999999999999751e+00,1.026552333333333289e+00
6.489999999999999325e+00,1.015528999999999904e+00
6.510000000000000675e+00,1.022550833333333298e+00
6.530000000000000249e+00,1.007387000000000032e+00
6.549999999999998046e+00,1.020302833333333492e+00
6.570000000000000284e+00,1.006064166666666759e+00
6.590000000000002522e+00,1.012518666666666789e+00
6.610000000000000320e+00,1.024736749999999974e+00
6.629999999999999893e+00,1.016121083333333397e+00
6.650000000000001243e+00,1.022344666666666901e+00
6.670000000000000817e+00,1.042213250000000091e+00
6.689999999999998614e+00,1.004435333333333347e+00
6.709999999999998188e+00,1.043582333333333390e+00
6.730000000000003091e+00,1.031918499999999961e+00
6.750000000000000000e+00,1.023274749999999900e+00
6.769999999999996909e+00,1.023724999999999996e+00
6.790000000000001812e+00,1.028272583333333268e+00
6.810000000000001386e+00,1.027584333333333211e+00
6.829999999999999183e+00,9.953714999999999646e-01
6.849999999999998757e+00,1.019138666666666637e+00
6.870000000000000107e+00,1.007088666666666521e+00
6.889999999999999680e+00,9.939433333333332898e-01
6.909999999999997478e+00,9.999602500000001060e-01
6.929999999999999716e+00,1.002967583333333357e+00
6.950000000000001954e+00,9.992553333333332732e-01
6.969999999999999751e+00,9.834985833333335092e-01
6.989999999999999325e+00,9.807519999999999571e-01
7.010000000000000675e+00,9.783572500000000671e-01
7.030000000000000249e+00,9.856665000000001120e-01
7.049999999999998046e+00,9.782543333333335589e-01
7.070000000000000284e+00,9.828065000000000273e-01
7.090000000000002522e+00,9.591963333333334285e-01
7.110000000000000320e+00,9.603426666666665668e-01
7.129999999999999005e+00,9.794948333333332036e-01
7.150000000000001243e+00,9.947019166666667411e-01
7.170000000000000817e+00,9.743800833333334799e-01
7.189999999999998614e+00,9.841442499999999427e-01
7.209999999999998188e+00,1.005383583333333331e+00
7.230000000000003091e+00,9.919289999999999496e-01
7.250000000000000000e+00,9.820640833333332820e-01
7.269999999999996909e+00,9.918262500000000204e-01
7.290000000000001812e+00,9.913647500000001278e-01
7.310000000000001386e+00,1.012686583333333390e+00
7.329999999999999183e+00,1.005015749999999874e+00
7.349999999999998757e+00,1.006892083333333465e+00
7.370000000000000995e+00,1.026371666666666682e+00
7.389999999999999680e+00,1.037762083333333196e+00
7.409999999999997478e+00,1.051721750000000233e+00
7.430000000000002380e+00,9.932554166666668349e-01
7.450000000000001954e+00,1.023345749999999832e+00
7.469999999999999751e+00,1.006328500000000181e+00
7.489999999999999325e+00,1.003611333333333189e+00
7.510000000000000675e+00,1.017456499999999986e+00
7.530000000000000249e+00,1.013224083333333247e+00
7.549999999999998046e+00,1.017571000000000003e+00
7.569999999999997620e+00,1.003121250000000186e+00
7.590000000000002522e+00,1.017626416666666866e+00
7.610000000000000320e+00,1.001303000000000054e+00
7.629999999999999005e+00,9.986144166666665045e-01
7.650000000000001243e+00,1.000597083333333304e+00
7.670000000000000817e+00,9.809253333333333158e-01
7.689999999999998614e+00,9.819750000000001533e-01
7.709999999999998188e+00,1.004257999999999873e+00
7.730000000000003091e+00,9.799934166666667279e-01
7.750000000000000000e+00,9.753544166666666682e-01
7.769999999999996909e+00,1.013432500000000180e+00
7.790000000000001812e+00,9.917671666666666441e-01
7.810000000000001386e+00,1.006192499999999823e+00
7.829999999999999183e+00,1.000385499999999928e+00
7.849999999999998757e+00,1.013254166666666567e+00
7.870000000000000995e+00,1.017978416666666552e+00
7.889999999999999680e+00,1.008047999999999833e+00
7.909999999999997478e+00,1.000316833333333433e+00
7.930000000000002380e+00,1.000793500000000114e+00
7.950000000000001954e+00,9.918439999999999479e-01
7.969999999999999751e+00,1.024709166666666782e+00
7.989999999999999325e+00,1.017903750000000107e+00
8.010000000000001563e+00,9.945475833333333737e-01
8.029999999999999361e+00,1.001255583333333421e+00
8.049999999999998934e+00,9.906785833333334734e-01
8.069999999999998508e+00,1.007080250000000010e+00
8.090000000000001634e+00,1.014978833333333386e+00
8.109999999999999432e+00,9.866225000000001799e-01
8.129999999999999005e+00,1.033755749999999862e+00
8.150000000000002132e+00,1.006679499999999949e+00
8.169999999999999929e+00,1.011655583333333386e+00
8.189999999999999503e+00,1.000194833333333255e+00
8.210000000000002629e+00,1.000351500000000060e+00
8.230000000000002203e+00,1.003177666666666523e+00
8.250000000000000000e+00,9.899465833333332965e-01
8.269999999999997797e+00,1.009799416666666838e+00
8.289999999999997371e+00,1.021517749999999891e+00
8.310000000000000497e+00,1.005483583333333542e+00
8.330000000000000071e+00,1.005184083333333422e+00
8.349999999999997868e+00,1.016958583333333221e+00
8.370000000000000995e+00,1.010100250000000033e+00
8.390000000000000568e+00,9.957865000000000189e-01
8.409999999999998366e+00,1.013476499999999891e+00
8.430000000000001492e+00,9.745045000000001068e-01
8.450000000000001066e+00,1.000086999999999948e+00
8.470000000000000639e+00,9.993988333333333474e-01
8.489999999999998437e+00,1.012227166666666456e+00
8.510000000000001563e+00,9.860344166666665799e-01
8.529999999999999361e+00,9.883402499999999202e-01
8.549999999999998934e+00,9.866592500000000987e-01
8.569999999999998508e+00,1.009835499999999886e+00
8.590000000000001634e+00,1.011742583333333334e+00
8.609999999999999432e+00,9.951269166666666388e-01
8.629999999999999005e+00,9.807606666666665030e-01
8.650000000000002132e+00,1.000183916666666617e+00
8.669999999999999929e+00,9.897512499999999713e-01
8.689999999999999503e+00,9.868414166666665821e-01
8.710000000000002629e+00,9.899353333333332783e-01
8.730000000000002203e+00,9.961333333333332041e-01
8.750000000000000000e+00,9.855438333333332857e-01
8.769999999999997797e+00,1.014127999999999918e+00
8.789999999999997371e+00,9.883531666666667270e-01
8.810000000000000497e+00,9.972784166666666117e-01
8.830000000000000071e+00,1.019989666666666572e+00
8.849999999999997868e+00,9.935564999999999536e-01
8.870000000000000995e+00,1.005876999999999910e+00
8.890000000000000568e+00,1.013583166666666591e+00
8.909999999999998366e+00,1.006124833333333468e+00
8.930000000000001492e+00,1.017676666666666785e+00
8.950000000000001066e+00,1.030558666666666623e+00
8.970000000000000639e+00,1.022272999999999987e+00
8.989999999999998437e+00,1.020693083333333417e+00
9.010000000000001563e+00,1.027561583333333362e+00
9.029999999999999361e+00,1.028382833333333357e+00
9.049999999999998934e+00,1.034128500000000006e+00
9.069999999999998508e+00,1.035797583333333494e+00
9.090000000000001634e+00,1.023448166666666603e+00
9.109999999999999432e+00,1.011992833333333452e+00
9.129999999999999005e+00,1.024011666666666764e+00
9.150000000000002132e+00,1.019540166666666803e+00
9.169999999999999929e+00,9.914269166666667132e-01
9.189999999999999503e+00,1.018898666666666619e+00
9.210000000000002629e+00,9.774785000000000279e-01
9.230000000000002203e+00,9.969988333333333896e-01
9.250000000000000000e+00,9.938505833333333150e-01
9.269999999999997797e+00,1.006962833333333363e+00
9.289999999999997371e+00,9.810996666666668142e-01
9.310000000000000497e+00,9.887045833333333311e-01
9.330000000000000071e+00,9.878861666666667318e-01
9.349999999999997868e+00,9.939620833333333572e-01
9.370000000000000995e+00,9.766473333333332008e-01
9.390000000000000568e+00,9.796105000000000507e-01
9.409999999999998366e+00,9.955978333333334040e-01
9.430000000000001492e+00,9.796765833333331841e-01
9.450000000000001066e+00,9.784937500000000510e-01
9.470000000000000639e+00,1.005769333333333293e+00
9.489999999999998437e+00,9.717296666666666027e-01
9.510000000000001563e+00,9.858199999999998075e-01
9.529999999999999361e+00,9.867792500000001077e-01
9.549999999999998934e+00,1.003569416666666658e+00
9.569999999999998508e+00,9.710624166666664836e-01
9.590000000000001634e+00,9.857855833333331042e-01
9.609999999999999432e+00,9.731906666666665373e-01
9.629999999999999005e+00,9.878550833333332726e-01
9.650000000000002132e+00,9.967136666666664979e-01
9.669999999999999929e+00,9.840274999999998329e-01
9.689999999999999503e+00,9.746920833333333478e-01
9.710000000000002629e+00,9.879380000000000939e-01
9.730000000000002203e+00,9.857998333333332086e-01
9.750000000000000000e+00,9.863644166666666324e-01
9.769999999999997797e+00,1.003529166666666805e+00
9.789999999999997371e+00,9.771143333333335290e-01
9.810000000000000497e+00,9.997390833333331672e-01
9.830000000000000071e+00,9.943073333333333208e-01
9.849999999999997868e+00,9.838041666666667018e-01
9.870000000000000995e+00,9.821102499999999624e-01
9.890000000000000568e+00,9.953678333333333406e-01
9.909999999999998366e+00,9.861400833333333615e-01
9.930000000000001492e+00,9.927255833333332724e-01
9.950000000000001066e+00,9.882380833333334058e-01
9.970000000000000639e+00,9.968237500000003415e-01
9.989999999999998437e+00,9.832365833333333027e-01
