LAMMPS data file via write_data, version 29 Sep 2021, timestep = 4571610

1620 atoms
1 atom types

0 52.794504272175 xlo xhi
0 54.794296100667 ylo yhi
0 45.195295323908 zlo zhi

Masses

1 40.078

Atoms # full

88 0 1 0 8.676608728044103 8.168446360310275 2.169317039603327 0 0 1
1261 0 1 0 0.010354954945421971 13.304453690909545 14.38646529860002 5 0 0
3 0 1 0 1.5581551587913596 10.3140995775937 10.119708011946555 0 0 0
4 0 1 0 4.900980008943231 4.272109476982052 5.370015166615093 0 0 0
34 0 1 0 10.93260814102772 1.2766491765308938 7.193077185158342 0 -4 0
6 0 1 0 8.249022438982616 2.3925406521344112 10.42228856813184 0 0 0
7 0 1 0 8.823648382470772 1.126136791162136 3.2604802249281204 0 0 -2
9 0 1 0 11.505756283658032 12.344541854088275 6.454654158922581 0 0 0
100 0 1 0 3.994380340432365 6.672600684893705 2.2472110832401397 0 0 -1
36 0 1 0 11.362628647402417 3.730826006807613 0.9392823934334734 0 0 0
35 0 1 0 6.193829217974765 3.180665451319591 0.6663254219743813 0 0 0
12 0 1 0 1.392143743536503 12.416614767232941 2.5542816999574733 0 0 0
33 0 1 0 0.7979131925013849 5.100483032113222 11.865597502049479 3 0 0
27 0 1 0 4.917382006130536 9.290362494235476 5.1003082673424185 0 0 0
2 0 1 0 6.6327799725286445 0.6817201357435025 6.967002307136344 0 0 0
25 0 1 0 11.458128737319761 9.614610917409166 11.599232043990087 0 0 0
126 0 1 0 8.789458746264096 12.747458374091112 11.817083225132272 0 0 0
1528 0 1 0 1.6914857591811443 0.7339785873771438 7.228168797855055 1 1 0
29 0 1 0 7.51476511426339 11.163431104634666 7.264081232860409 0 0 0
20 0 1 0 8.730436788355648 6.967098204634103 7.606246915464758 0 0 0
31 0 1 0 4.276727637431793 0.19413809773834195 3.1371232013951724 0 0 0
22 0 1 0 0.774487561886508 8.57889849141988 4.159232997497916 0 0 0
23 0 1 0 10.670989829317893 4.673483105618264 5.474453842478184 0 0 0
17 0 1 0 2.2367033244413026 6.642949801806113 7.269077015499099 -5 0 0
61 0 1 0 4.804872912232761 7.9498131554944695 10.337873406457282 0 0 0
440 0 1 0 12.314309622490562 8.751476327806612 6.919612883975257 0 0 0
43 0 1 0 7.654686716268955 7.43338355641722 13.10805776472943 0 0 0
80 0 1 0 12.612392104296791 9.938787266418181 3.3315275165636544 0 0 4
452 0 1 0 12.389035290353503 3.705622507056927 10.171673927686383 0 0 0
328 0 1 0 4.71086887539053 0.6170729678611137 10.215300330010038 0 0 0
16 0 1 0 2.4489510048286447 10.27490220484339 14.500660148830084 0 0 0
74 0 1 0 5.010585810187597 10.126944502332824 0.38306783431834823 0 0 -3
137 0 1 0 2.6925118426541808 13.592977518284028 9.186870186939101 0 0 0
18 0 1 0 7.0626025802933885 13.627138566635052 4.107886183047738 0 0 0
37 0 1 0 11.1662154803315 8.170513643421502 18.43064191344873 0 0 0
45 0 1 0 7.042100337905609 11.237108838386936 15.396860332019875 0 0 0
365 0 1 0 11.026460591852999 2.698406703472828 15.707855023984509 0 1 0
40 0 1 0 9.74146959275161 4.598870863015087 19.766409066783755 0 0 0
41 0 1 0 6.852164160527033 1.1495102035418914 20.692192411756483 0 -1 0
42 0 1 0 10.549769930462867 11.03062661677547 29.244330226312726 0 0 0
24 0 1 0 3.7526718179351772 4.4268208926545976 16.689364739312506 0 0 0
51 0 1 0 10.266436837971844 10.853307308875507 22.287788274571433 0 0 0
354 0 1 0 7.932369248828911 0.6378784768662895 16.73145243741884 0 -11 0
46 0 1 0 6.68088666931034 8.888527808907043 26.75348708819611 0 0 0
353 0 1 0 4.233681031836095 0.2862189538438765 23.83620601250159 0 -1 0
162 0 1 0 7.618104501238133 12.26444394514709 25.645319737352963 0 0 0
71 0 1 0 2.843196975442074 8.369626878535511 25.19508637178388 0 0 0
32 0 1 0 1.1049487029697627 7.059946490965365 19.08343615861897 -7 0 0
38 0 1 0 9.039639045184023 3.9084431799981907 26.425973361868753 0 0 0
52 0 1 0 10.782579368329515 9.620923726822808 25.625027362408048 0 0 0
1279 0 1 0 3.3790657878952435 4.72359562120072 22.885188206753863 2 0 0
58 0 1 0 11.734362713183996 7.632219494903441 22.437641876437272 0 0 0
