Step,CPU,Temperature (K),Pressure (GPa),Volume,v_nAtom,v_FU,c_PE,Energy (eV/FU),c_T,MSD (Å$^2$),c_MSD2[4]
15800.0,804.82666,303.95262,-2.3362691,131362.06,12960.0,1620.0,-22416.992,-13.837649,303.95262,0.17671652,0.17671691
15900.0,809.95722,307.67289,-2.2109879,131362.06,12960.0,1620.0,-22415.67,-13.836834,307.67289,0.16531518,0.16531531
16000.0,815.11023,293.12531,-2.5479024000000003,131362.06,12960.0,1620.0,-22399.625,-13.826929,293.12531,0.15230044,0.1523028
16100.0,820.20548,300.59138,-2.4686741000000003,131362.06,12960.0,1620.0,-22413.172,-13.835291,300.59138,0.14564952,0.14565283
16200.0,825.32955,283.43097,-2.2982227,131362.06,12960.0,1620.0,-22404.714,-13.830071,283.43097,0.15927614,0.15927866
16300.0,830.44521,310.25966,-2.4214605000000002,131362.06,12960.0,1620.0,-22433.704,-13.847965,310.25966,0.1337063,0.13370767
16400.0,835.58594,327.56196,-2.2205657,131362.06,12960.0,1620.0,-22448.771,-13.857266,327.56196,0.11299133,0.11299206
16500.0,840.71188,309.58275,-2.5543035,131362.06,12960.0,1620.0,-22428.279,-13.844616,309.58275,0.11892178,0.11892283
16600.0,845.89864,327.0374,-2.0946665,131362.06,12960.0,1620.0,-22439.201,-13.851359,327.0374,0.12555947,0.1255582
16700.0,851.05585,299.95178,-2.5027079000000003,131362.06,12960.0,1620.0,-22416.697,-13.837467,299.95178,0.14082755,0.14083084
16800.0,856.16481,294.31738,-2.068598,131362.06,12960.0,1620.0,-22415.56,-13.836765,294.31738,0.1530843,0.15308465
16900.0,861.28927,308.36484,-2.4018761,131362.06,12960.0,1620.0,-22429.574,-13.845416,308.36484,0.14985966,0.14986347
17000.0,866.46072,300.96637,-2.4773172,131362.06,12960.0,1620.0,-22415.999,-13.837037,300.96637,0.16028222,0.16028229
17100.0,871.6222,314.79685,-2.332857,131362.06,12960.0,1620.0,-22424.858,-13.842505,314.79685,0.13306545,0.13306783
17200.0,876.82204,298.90971,-2.6593240000000002,131362.06,12960.0,1620.0,-22410.0,-13.833333,298.90971,0.13714629,0.13714773
17300.0,881.99321,305.01741,-2.2049181,131362.06,12960.0,1620.0,-22420.558,-13.83985,305.01741,0.12934292,0.12934508
17400.0,887.19859,310.80375,-2.4272446000000003,131362.06,12960.0,1620.0,-22429.874,-13.845601,310.80375,0.13226154,0.13226209
17500.0,892.38133,301.91811,-2.2479484000000003,131362.06,12960.0,1620.0,-22421.293,-13.840304,301.91811,0.13465457,0.13465595
17600.0,897.56372,296.18196,-2.4837587,131362.06,12960.0,1620.0,-22419.534,-13.839218,296.18196,0.13011431,0.13011747
17700.0,902.72843,294.17027,-2.5900514,131362.06,12960.0,1620.0,-22419.868,-13.839425,294.17027,0.14382016,0.1438223
17800.0,907.90799,299.21821,-2.3054086000000003,131362.06,12960.0,1620.0,-22422.17,-13.840846,299.21821,0.135094,0.13509428
17900.0,913.11914,299.02844,-2.5110975,131362.06,12960.0,1620.0,-22421.995,-13.840738,299.02844,0.13384825,0.13385004
18000.0,918.28894,295.92892,-2.5575035,131362.06,12960.0,1620.0,-22422.311,-13.840933,295.92892,0.13325053,0.13325228
18100.0,923.41816,298.37935,-2.429414,131362.06,12960.0,1620.0,-22424.844,-13.842496,298.37935,0.13695674,0.1369581
18200.0,928.62275,301.83344,-2.3853723000000002,131362.06,12960.0,1620.0,-22421.597,-13.840492,301.83344,0.13848492,0.13848654
18300.0,933.78922,302.23382,-2.4455477,131362.06,12960.0,1620.0,-22422.277,-13.840912,302.23382,0.13582095,0.13582253
18400.0,938.99141,297.98046,-2.412084,131362.06,12960.0,1620.0,-22421.613,-13.840502,297.98046,0.14100772,0.14100994
18500.0,944.13267,298.77856,-2.323668,131362.06,12960.0,1620.0,-22424.524,-13.842299,298.77856,0.14361079,0.14361237
18600.0,949.31813,297.24024,-2.4068843,131362.06,12960.0,1620.0,-22421.935,-13.840701,297.24024,0.13995479,0.13995676
18700.0,954.47213,304.94475,-2.4649430000000003,131362.06,12960.0,1620.0,-22424.498,-13.842282,304.94475,0.13364755,0.1336486
18800.0,959.63013,303.4416,-2.4630825,131362.06,12960.0,1620.0,-22421.101,-13.840186,303.4416,0.13605869,0.13606061
18900.0,964.85557,301.89682,-2.400138,131362.06,12960.0,1620.0,-22420.632,-13.839897,301.89682,0.13888918,0.13889114
19000.0,970.05068,302.74044,-2.4281099999999998,131362.06,12960.0,1620.0,-22424.691,-13.842402,302.74044,0.13313058,0.13313224
19100.0,975.26865,300.03785,-2.4582538,131362.06,12960.0,1620.0,-22427.921,-13.844396,300.03785,0.13578983,0.1357913
19200.0,980.43623,300.95884,-2.4784394,131362.06,12960.0,1620.0,-22428.948,-13.84503,300.95884,0.13915584,0.13915786
19300.0,985.61535,296.62777,-2.42225,131362.06,12960.0,1620.0,-22420.775,-13.839985,296.62777,0.1403539,0.14035547
19400.0,990.77492,301.07356,-2.4014999,131362.06,12960.0,1620.0,-22423.538,-13.84169,301.07356,0.14178941,0.14179039
19500.0,995.97993,299.2307,-2.4927611,131362.06,12960.0,1620.0,-22420.521,-13.839828,299.2307,0.1371773,0.13717883
19600.0,1001.1373,297.11049,-2.4524773000000004,131362.06,12960.0,1620.0,-22417.853,-13.838181,297.11049,0.13463295,0.13463483
19700.0,1006.3456,302.55563,-2.4351013,131362.06,12960.0,1620.0,-22422.205,-13.840867,302.55563,0.13322715,0.13322886
19800.0,1011.5384,300.3179,-2.3765269,131362.06,12960.0,1620.0,-22418.148,-13.838363,300.3179,0.1354193,0.13542092
19900.0,1016.7034,302.25716,-2.3765358,131362.06,12960.0,1620.0,-22422.444,-13.841015,302.25716,0.13666388,0.13666586
20000.0,1021.8724,298.67617,-2.4759229,131362.06,12960.0,1620.0,-22422.902,-13.841298,298.67617,0.13723474,0.13723645
20100.0,1027.0396,295.51647,-2.4642277,131362.06,12960.0,1620.0,-22421.535,-13.840454,295.51647,0.13669012,0.13669181
20200.0,1032.2223,296.12835,-2.4543705000000005,131362.06,12960.0,1620.0,-22419.905,-13.839448,296.12835,0.13615769,0.13615949
